0,0.4125138089322112
1,0.3158557158786565
2,0.2497530168822279
3,0.20708333387206493
4,0.17520204731122627
5,0.1512497777409044
6,0.12993227753305164
7,0.12434345657866364
8,0.11297603849287535
9,0.10305454294045527
10,0.09471555470190353
11,0.08811247107474306
12,0.08265262783479708
13,0.07954425089227925
14,0.07477606542415742
15,0.06845329924952731
16,0.06396658597470378
17,0.06187189729463095
18,0.05751384578085739
19,0.05571372466832813
20,0.05499123595588874
21,0.052000743774181804
22,0.04994388121244735
23,0.04953579921764079
24,0.048801446871016195
